processo,data_movimento_incompetencia,classe_codigo,classe_nome,data_ajuizamento,orgao_julgador_codigo,orgao_julgador_nome,ano_ajuizamento,mes_ajuizamento,municipio_nome,status_arquivamento_definitivo
00130564520258160021,2026-01-13T14:39:54Z,114,Impugnação de Crédito,2025-03-20T17:14:34Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2025,2025-03-01T00:00:00Z,Curitiba,FALSE
00135180220248160194,2024-08-08T18:15:51Z,111,Habilitação de Crédito,2024-08-06T15:25:06Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-08-01T00:00:00Z,Curitiba,TRUE
00137089620248160021,2024-08-08T18:16:07Z,111,Habilitação de Crédito,2024-04-10T15:08:27Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-04-01T00:00:00Z,Curitiba,FALSE
00138673920248160021,2024-07-01T14:39:42Z,111,Habilitação de Crédito,2024-04-11T16:20:26Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-04-01T00:00:00Z,Cascavel,TRUE
00139862820248160044,2025-01-27T17:20:58Z,111,Habilitação de Crédito,2024-10-22T09:46:22Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-10-01T00:00:00Z,Londrina,TRUE
00140755120248160044,2025-01-13T14:39:46Z,111,Habilitação de Crédito,2024-11-18T15:51:09Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-11-01T00:00:00Z,Londrina,FALSE
00140772120248160044,2025-01-13T14:39:47Z,111,Habilitação de Crédito,2024-11-18T16:01:38Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-11-01T00:00:00Z,Londrina,FALSE
00143587420248160044,2025-01-27T17:21:08Z,111,Habilitação de Crédito,2024-11-26T15:29:21Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-11-01T00:00:00Z,Londrina,FALSE
00147037520248160194,2024-12-02T16:42:24Z,108,"Falência de Empresários, Sociedades Empresáriais, Microempresas e Empresas de Pequeno Porte",2024-08-21T18:57:34Z,13952,CURITIBA - 25ª VARA CÍVEL,2024,2024-08-01T00:00:00Z,Curitiba,TRUE
00149202120248160194,2024-08-29T16:04:05Z,111,Habilitação de Crédito,2024-08-26T18:06:24Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-08-01T00:00:00Z,Curitiba,FALSE
00154676120258160021,2026-01-13T19:38:24Z,129,Recuperação Judicial,2025-04-03T12:33:15Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2025,2025-04-01T00:00:00Z,Curitiba,FALSE
00154791220248160021,2024-07-01T14:39:42Z,111,Habilitação de Crédito,2024-04-22T16:09:26Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-04-01T00:00:00Z,Cascavel,FALSE
00154826420248160021,2024-07-01T14:35:52Z,111,Habilitação de Crédito,2024-04-22T16:18:00Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-04-01T00:00:00Z,Cascavel,TRUE
00155243720248160014,2024-09-05T09:59:24Z,128,Recuperação Extrajudicial,2024-03-13T12:22:22Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-03-01T00:00:00Z,Curitiba,FALSE
00155339620248160014,2024-08-27T13:51:28Z,111,Habilitação de Crédito,2024-03-13T15:28:40Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-03-01T00:00:00Z,Londrina,TRUE
00157248620258160021,2026-01-13T14:39:55Z,114,Impugnação de Crédito,2025-04-03T17:47:50Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2025,2025-04-01T00:00:00Z,Curitiba,FALSE
00158019520258160021,2026-01-13T14:39:54Z,114,Impugnação de Crédito,2025-04-04T16:39:46Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2025,2025-04-01T00:00:00Z,Curitiba,FALSE
00161566720248160045,2025-01-22T16:54:33Z,108,"Falência de Empresários, Sociedades Empresáriais, Microempresas e Empresas de Pequeno Porte",2024-12-10T15:23:20Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-12-01T00:00:00Z,Londrina,TRUE
00163297220248160019,2024-06-10T15:33:24Z,114,Impugnação de Crédito,2024-06-06T14:53:18Z,8816,PONTA GROSSA - 1ª VARA CÍVEL,2024,2024-06-01T00:00:00Z,Ponta Grossa,FALSE
00165882720258160021,2026-01-13T14:39:54Z,114,Impugnação de Crédito,2025-04-08T09:36:14Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2025,2025-04-01T00:00:00Z,Curitiba,FALSE
00166319520248160021,2024-07-19T12:10:55Z,114,Impugnação de Crédito,2024-02-06T17:52:12Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-02-01T00:00:00Z,Cascavel,TRUE
00168287820248160044,2024-12-17T17:08:59Z,129,Recuperação Judicial,2024-12-16T13:59:40Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-12-01T00:00:00Z,Londrina,FALSE
00168460220248160044,2025-01-27T17:21:00Z,111,Habilitação de Crédito,2024-12-17T10:08:16Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-12-01T00:00:00Z,Londrina,FALSE
00169327020248160044,2025-01-07T18:10:47Z,111,Habilitação de Crédito,2024-12-18T12:22:49Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-12-01T00:00:00Z,Londrina,FALSE
00169335520248160044,2025-01-07T14:56:53Z,111,Habilitação de Crédito,2024-12-18T14:58:07Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-12-01T00:00:00Z,Londrina,TRUE
00171454820248160021,2024-07-01T14:35:52Z,111,Habilitação de Crédito,2024-05-02T16:46:24Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-05-01T00:00:00Z,Cascavel,TRUE
00176047420248160013,2024-10-13T18:50:48Z,111,Habilitação de Crédito,2024-10-13T18:36:01Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-10-01T00:00:00Z,Curitiba,FALSE
00176564620248160021,2024-07-01T14:39:42Z,111,Habilitação de Crédito,2024-05-07T09:58:49Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-05-01T00:00:00Z,Cascavel,TRUE
00181281920258160019,2025-12-23T13:43:06Z,129,Recuperação Judicial,2025-05-29T17:36:01Z,13951,CURITIBA - 24ª VARA CÍVEL,2025,2025-05-01T00:00:00Z,Curitiba,FALSE
00184523720248160021,2024-05-13T18:04:14Z,129,Recuperação Judicial,2024-05-10T21:37:52Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-05-01T00:00:00Z,Curitiba,FALSE
00186610620248160021,2024-06-10T15:52:56Z,111,Habilitação de Crédito,2024-05-13T20:32:12Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-05-01T00:00:00Z,Cascavel,TRUE
00186610620248160021,2024-07-01T14:35:52Z,111,Habilitação de Crédito,2024-05-13T20:32:12Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-05-01T00:00:00Z,Cascavel,TRUE
00189047620258160194,2025-12-10T10:59:50Z,108,"Falência de Empresários, Sociedades Empresáriais, Microempresas e Empresas de Pequeno Porte",2025-09-25T16:33:38Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2025,2025-09-01T00:00:00Z,Curitiba,TRUE
00191033520258160021,2025-07-16T18:58:27Z,129,Recuperação Judicial,2025-04-24T20:43:33Z,13951,CURITIBA - 24ª VARA CÍVEL,2025,2025-04-01T00:00:00Z,Curitiba,FALSE
00191500920258160021,2026-01-13T14:39:55Z,114,Impugnação de Crédito,2025-04-24T18:55:12Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2025,2025-04-01T00:00:00Z,Curitiba,TRUE
00194974920248160030,2026-01-13T19:38:24Z,108,"Falência de Empresários, Sociedades Empresáriais, Microempresas e Empresas de Pequeno Porte",2024-06-13T17:24:08Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-06-01T00:00:00Z,Cascavel,FALSE
00197044120258160021,2026-01-13T14:39:51Z,114,Impugnação de Crédito,2025-04-28T13:33:41Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2025,2025-04-01T00:00:00Z,Curitiba,FALSE
00197234720258160021,2026-01-13T14:39:50Z,114,Impugnação de Crédito,2025-04-25T18:28:12Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2025,2025-04-01T00:00:00Z,Curitiba,TRUE
00198019620248160014,2024-08-28T13:44:36Z,111,Habilitação de Crédito,2024-03-27T16:00:48Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-03-01T00:00:00Z,Londrina,TRUE
00199288020248160031,2024-12-05T16:05:33Z,108,"Falência de Empresários, Sociedades Empresáriais, Microempresas e Empresas de Pequeno Porte",2024-11-13T17:03:42Z,8816,PONTA GROSSA - 1ª VARA CÍVEL,2024,2024-11-01T00:00:00Z,Ponta Grossa,FALSE
00200468620248160021,2024-07-01T14:35:52Z,111,Habilitação de Crédito,2024-05-23T11:21:50Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-05-01T00:00:00Z,Cascavel,FALSE
00205560220248160021,2024-07-01T14:35:52Z,114,Impugnação de Crédito,2024-05-24T17:31:20Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-05-01T00:00:00Z,Cascavel,TRUE
00206902920248160021,2024-08-08T16:38:23Z,114,Impugnação de Crédito,2024-05-27T17:42:34Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-05-01T00:00:00Z,Cascavel,FALSE
00206929620248160021,2024-09-26T18:12:21Z,114,Impugnação de Crédito,2024-05-27T17:54:40Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-05-01T00:00:00Z,Cascavel,FALSE
00206946620248160021,2024-09-30T18:43:54Z,114,Impugnação de Crédito,2024-05-27T18:00:17Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-05-01T00:00:00Z,Cascavel,TRUE
00207085020248160021,2024-08-08T16:38:23Z,114,Impugnação de Crédito,2024-05-28T11:01:42Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-05-01T00:00:00Z,Cascavel,FALSE
00208635320248160021,2024-09-10T17:48:27Z,111,Habilitação de Crédito,2024-05-28T17:15:28Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-05-01T00:00:00Z,Cascavel,FALSE
00216845720248160021,2024-09-10T17:48:59Z,111,Habilitação de Crédito,2024-06-05T11:09:48Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-06-01T00:00:00Z,Cascavel,TRUE
00218664320248160021,2024-07-10T17:15:25Z,111,Habilitação de Crédito,2024-06-06T11:36:47Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-06-01T00:00:00Z,Cascavel,TRUE
00233292020248160021,2024-07-19T12:10:55Z,114,Impugnação de Crédito,2024-06-14T17:06:08Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-06-01T00:00:00Z,Cascavel,TRUE
00233387920248160021,2024-08-08T16:38:23Z,114,Impugnação de Crédito,2024-06-17T09:55:52Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-06-01T00:00:00Z,Cascavel,FALSE
00238684920258160021,2026-01-13T14:39:55Z,114,Impugnação de Crédito,2025-05-21T19:43:51Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2025,2025-05-01T00:00:00Z,Curitiba,FALSE
00243721320248160014,2024-08-23T17:10:56Z,111,Habilitação de Crédito,2024-04-16T13:26:56Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-04-01T00:00:00Z,Londrina,TRUE
00244804220248160014,2024-11-11T10:09:05Z,111,Habilitação de Crédito,2024-04-16T14:34:27Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-04-01T00:00:00Z,Londrina,TRUE
00247735420258160021,2026-01-13T14:39:51Z,114,Impugnação de Crédito,2025-05-26T14:14:17Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2025,2025-05-01T00:00:00Z,Curitiba,TRUE
00248838720248160021,2024-07-01T14:39:42Z,111,Habilitação de Crédito,2024-06-25T18:26:12Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-06-01T00:00:00Z,Cascavel,TRUE
00249480620248160014,2025-02-11T18:36:07Z,114,Impugnação de Crédito,2024-04-17T18:02:24Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-04-01T00:00:00Z,Londrina,TRUE
00251558120248160021,2024-09-10T17:49:00Z,111,Habilitação de Crédito,2024-06-27T09:55:56Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-06-01T00:00:00Z,Cascavel,FALSE
00271289220248160014,2024-08-28T13:44:40Z,111,Habilitação de Crédito,2024-04-25T15:04:49Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-04-01T00:00:00Z,Londrina,TRUE
00273661420248160014,2024-08-28T13:44:38Z,111,Habilitação de Crédito,2024-04-26T10:57:36Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-04-01T00:00:00Z,Londrina,TRUE
00276368020258160021,2026-01-13T14:39:53Z,114,Impugnação de Crédito,2025-06-02T19:16:58Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2025,2025-06-01T00:00:00Z,Curitiba,TRUE
00285672020248160021,2024-08-22T13:08:53Z,129,Recuperação Judicial,2024-07-19T16:15:11Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-07-01T00:00:00Z,Curitiba,FALSE
00293934620248160021,2024-10-01T19:08:19Z,111,Habilitação de Crédito,2024-07-25T14:39:25Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-07-01T00:00:00Z,Cascavel,TRUE
00303531420248160017,2025-06-05T14:53:54Z,108,"Falência de Empresários, Sociedades Empresáriais, Microempresas e Empresas de Pequeno Porte",2024-10-18T15:06:34Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-10-01T00:00:00Z,Londrina,TRUE
00309047920248160021,2024-09-11T17:31:43Z,111,Habilitação de Crédito,2024-08-02T17:22:16Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-08-01T00:00:00Z,Cascavel,TRUE
00331739120248160021,2026-01-13T14:39:54Z,111,Habilitação de Crédito,2024-08-15T15:17:06Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-08-01T00:00:00Z,Curitiba,TRUE
00343821920248160014,2024-08-23T17:10:56Z,111,Habilitação de Crédito,2024-05-23T10:18:15Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-05-01T00:00:00Z,Londrina,TRUE
00362970620248160014,2025-01-23T19:17:28Z,111,Habilitação de Crédito,2024-05-28T18:14:21Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-05-01T00:00:00Z,Londrina,FALSE
00390969820248160021,2026-01-12T18:07:48Z,129,Recuperação Judicial,2024-09-28T15:57:59Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-09-01T00:00:00Z,Curitiba,FALSE
00393907420248160014,2024-08-27T17:52:36Z,129,Recuperação Judicial,2024-06-13T17:37:48Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-06-01T00:00:00Z,Londrina,FALSE
00441163320248160001,2025-03-11T16:46:09Z,111,Habilitação de Crédito,2024-12-09T12:03:01Z,8781,CURITIBA - 13ª VARA CÍVEL,2024,2024-12-01T00:00:00Z,Curitiba,TRUE
00443678820248160021,2026-01-13T14:39:55Z,111,Habilitação de Crédito,2024-10-29T18:21:14Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-10-01T00:00:00Z,Curitiba,FALSE
00455413520248160021,2026-01-13T14:39:53Z,111,Habilitação de Crédito,2024-11-06T17:51:03Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-11-01T00:00:00Z,Curitiba,FALSE
00463037220248160014,2024-08-28T13:44:37Z,111,Habilitação de Crédito,2024-07-11T15:20:34Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-07-01T00:00:00Z,Londrina,TRUE
00463045720248160014,2024-08-28T13:44:39Z,111,Habilitação de Crédito,2024-07-11T15:27:06Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-07-01T00:00:00Z,Londrina,TRUE
00485986120248160021,2026-01-13T14:39:50Z,114,Impugnação de Crédito,2024-11-28T10:46:45Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-11-01T00:00:00Z,Curitiba,FALSE
00487337320248160021,2024-12-16T17:26:09Z,111,Habilitação de Crédito,2024-11-28T14:32:45Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-11-01T00:00:00Z,Cascavel,TRUE
00487337320248160021,2025-04-04T17:25:57Z,111,Habilitação de Crédito,2024-11-28T14:32:45Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-11-01T00:00:00Z,Cascavel,TRUE
00499176420248160021,2026-01-13T14:39:50Z,114,Impugnação de Crédito,2024-12-04T15:54:32Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-12-01T00:00:00Z,Curitiba,TRUE
00530954220248160014,2024-09-05T17:56:54Z,108,"Falência de Empresários, Sociedades Empresáriais, Microempresas e Empresas de Pequeno Porte",2024-08-01T17:41:40Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-08-01T00:00:00Z,Londrina,TRUE
00530954220248160014,2025-08-19T14:58:19Z,108,"Falência de Empresários, Sociedades Empresáriais, Microempresas e Empresas de Pequeno Porte",2024-08-01T17:41:40Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-08-01T00:00:00Z,Londrina,TRUE
00556369020258160021,2026-01-12T17:03:37Z,129,Recuperação Judicial,2025-11-27T13:51:12Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2025,2025-11-01T00:00:00Z,Curitiba,FALSE
00615708420248160014,2024-09-13T16:43:31Z,111,Habilitação de Crédito,2024-09-12T15:59:11Z,8783,LONDRINA - 1ª VARA CÍVEL,2024,2024-09-01T00:00:00Z,Londrina,TRUE
00707468720248160014,2026-01-12T15:39:27Z,129,Recuperação Judicial,2024-10-17T17:46:10Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-10-01T00:00:00Z,Curitiba,FALSE
00767691520258160014,2026-01-19T17:35:35Z,108,"Falência de Empresários, Sociedades Empresáriais, Microempresas e Empresas de Pequeno Porte",2025-10-29T18:12:07Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2025,2025-10-01T00:00:00Z,Curitiba,FALSE
00835392420258160014,2026-01-09T11:11:09Z,111,Habilitação de Crédito,2025-11-26T11:47:40Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2025,2025-11-01T00:00:00Z,Londrina,FALSE
00881814020258160014,2026-01-12T15:39:28Z,128,Recuperação Extrajudicial,2025-12-16T12:58:03Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2025,2025-12-01T00:00:00Z,Curitiba,FALSE
